Source Target Confidence
1442 3714 0.506000
1442 3865 0.506000
1442 3866 0.506000
1442 4109 0.167000
1442 4319 0.506000
1442 4518 0.506000
1442 4974 0.506000
1442 4977 0.506000
1442 5191 0.164000
1442 5224 0.164000
1442 5524 0.200000
1442 6069 0.164000
1443 1462 0.167000
1443 1727 0.167000
1443 2452 0.167000
1443 2962 0.200000
1443 3048 0.161000
1443 3257 0.164000
1443 3437 0.167000
1443 4201 0.200000
1443 4400 0.158000
1443 4695 0.170000
1443 5288 0.155000
1444 2089 0.161000
1445 2410 0.446000
1445 2780 0.446000
1445 3578 0.446000
1446 1467 0.158000
1446 1986 0.200000
1446 2090 0.167000
1446 2381 0.170000
1446 4231 0.200000
1446 5873 0.200000
1447 2410 0.452000
1447 2780 0.452000
1447 3578 0.452000
1448 4906 0.200000
1449 3374 0.500000
1450 2536 0.176000
1450 4707 0.500000
1450 5001 0.500000
1450 5002 0.500000
1450 5003 0.500000
1450 5806 0.500000
1451 2374 0.194000
1451 3082 0.212000
1451 3322 0.179000
1451 3614 0.200000
1451 3777 0.200000
1451 3792 0.206000
1451 5416 0.200000
1451 5779 0.173000
1452 3374 0.575000
1453 4156 0.200000
1454 2767 0.173000
1454 3325 0.557000
1454 4090 0.170000
1454 4627 0.170000
1454 6079 0.170000
1455 5717 0.173000
1456 3374 0.500000
1457 1766 0.218000
1457 2535 0.179000
1457 3160 0.200000
1457 3374 0.611000
1457 3837 0.188000
1457 6185 0.182000
1458 1620 0.200000
1459 3412 0.167000
1460 3325 0.548000
1461 3374 0.500000
1462 2377 0.170000
1462 3072 0.200000
1462 3249 0.179000
1462 3374 0.200000
1462 4300 0.167000
1463 1602 0.177500
1463 2430 0.177500
1463 2625 0.177500
1463 3570 0.177500
1463 4222 0.177500
1464 2410 0.440000
1464 2780 0.440000
1464 3578 0.440000
1465 3374 0.647000
1467 1727 0.164000
1467 2095 0.143000
1467 2591 0.200000
1467 3019 0.164000
1467 3043 0.200000
1467 3104 0.149000
1467 3892 0.161000
1467 4385 0.161000
1467 5388 0.164000
1468 2410 0.443000
1468 2780 0.443000
1468 3578 0.443000
1469 3129 0.200000
1469 3485 0.200000
1469 4846 0.170000
1469 5873 0.200000
1469 5916 0.167000
1469 6002 0.167000
1470 2410 0.494000
1470 2780 0.494000
1470 3578 0.494000
1471 4399 0.200000
1472 5191 0.200000
1473 1837 0.200000
1474 2410 0.449000
1474 2780 0.449000
1474 3578 0.449000
1475 2410 0.449000
1475 2780 0.449000
1475 3578 0.449000
1476 4303 0.200000
1477 1763 0.200000
1477 3611 0.200000
1477 4162 0.200000
1477 5547 0.200000
1477 5556 0.200000
1477 5723 0.200000
1477 5798 0.200000
1477 5937 0.200000
1477 6113 0.200000
1478 3374 0.638000
1479 2410 0.452000
1479 2780 0.452000
1479 3578 0.452000
1480 1568 0.200000
1480 2961 0.200000
1480 3138 0.200000
1480 3874 0.200000
1480 5862 0.200000
1481 3374 0.611000
1482 3374 0.575000
1483 3325 0.557000
1484 3230 0.200000
1484 3903 0.173000
1484 4276 0.170000
1484 4846 0.200000
1484 5127 0.167000
1484 5388 0.200000
1485 1795 0.173000
1485 3065 0.200000
1486 2410 0.476000
1486 2780 0.476000
1486 3578 0.476000
1487 2221 0.200000
1487 2603 0.164000
1487 2695 0.167000
1487 3291 0.173000
1487 3374 0.629000
1487 3484 0.173000
1487 4431 0.200000
1487 5062 0.182000
1487 5258 0.200000
1488 3374 0.500000
1489 2410 0.440000
1489 2780 0.440000
1489 3578 0.440000
1490 1599 0.533000
1490 1713 0.539000
1490 2209 0.539000
1490 2314 0.536000
1490 2333 0.560000
1490 2481 0.536000
1490 2484 0.557000
1490 2488 0.551000
1490 2692 0.548000
1490 3029 0.551000
1490 3092 0.536000
1490 3284 0.551000
1490 3302 0.527000
1490 3374 0.575000
1490 3500 0.533000
1490 3773 0.548000
1490 3777 0.557000
1490 4060 0.551000
1490 4080 0.545000
1490 4082 0.536000
1490 4085 0.545000
1490 4093 0.548000
1490 4098 0.506000
1490 4149 0.545000
1490 4404 0.554000
1490 4406 0.542000
1490 4416 0.536000
1490 4490 0.542000
1490 4510 0.542000
1490 4643 0.476000
1490 4707 0.539000
1490 4869 0.536000
1490 5224 0.521000
1490 5584 0.497000
1490 5902 0.554000
1490 5917 0.548000
1490 6045 0.536000
1490 6073 0.554000
1490 6115 0.542000
1491 2410 0.476000
1491 2780 0.476000
1491 3578 0.476000
1491 5824 0.200000
1491 6369 0.200000
1492 3374 0.500000
1492 5128 0.161000
1493 2410 0.449000
1493 2780 0.449000
1493 3578 0.449000
1494 2410 0.464000
1494 2780 0.464000
1494 3578 0.464000
1495 3374 0.500000
1497 2218 0.200000
1498 3374 0.500000
1498 4527 0.194000
1498 5657 0.230000
1498 6371 0.194000
1499 4466 0.179000
1500 2410 0.446000
1500 2780 0.446000
1500 3578 0.446000
1500 4611 0.200000
1500 5020 0.200000
1501 4939 0.170000
1502 3374 0.575000
1503 2410 0.449000
1503 2780 0.449000
1503 3578 0.449000
1504 4142 0.200000
1505 3186 0.200000
1507 3374 0.500000
1508 2410 0.458000
1508 2780 0.458000
1508 3578 0.458000
1509 4322 0.200000
1510 3374 0.500000
1511 4065 0.200000
1513 2410 0.449000
1513 2780 0.449000
1513 3578 0.449000
1514 4916 0.200000
1515 3374 0.611000
1516 2802 0.200000
1516 4880 0.200000
1517 2410 0.446000
1517 2780 0.446000
1517 3578 0.446000
1518 1650 0.176000
1519 2410 0.455000
1519 2780 0.455000
1519 3578 0.455000
1520 1564 0.176000
1520 3079 0.200000
1520 3221 0.200000
1520 3289 0.200000
1520 3444 0.200000
1520 3612 0.200000
1520 3638 0.212000
1520 3837 0.200000
1520 4402 0.200000
1520 5349 0.200000
1520 5659 0.200000
1520 5949 0.200000
1521 1751 0.167000
1521 3517 0.164000
1521 4802 0.164000
1522 3374 0.629000
1523 1770 0.173000
1523 2164 0.173000
1523 2789 0.170000
1523 2794 0.185000
1523 4236 0.173000
1523 5601 0.167000
1524 5470 0.200000
1525 1767 0.200000
1525 1770 0.167000
1525 3887 0.200000
1525 4218 0.167000
1525 5480 0.164000
1526 5405 0.167000
1527 1789 0.161000
1527 2680 0.200000
1527 4322 0.200000
1527 4550 0.200000
1527 5444 0.170000
1527 5651 0.164000
1528 2410 0.512000
1528 2780 0.512000
1528 3578 0.512000
1529 3325 0.539000
1530 1564 0.176000
1530 1827 0.203000
1530 2386 0.200000
1530 3374 0.611000
1530 4081 0.179000
1530 4191 0.215000
1530 4527 0.200000
1530 5634 0.200000
1530 6314 0.200000
1531 3622 0.200000
1532 3374 0.500000
1533 3374 0.575000
1534 2410 0.440000
1534 2780 0.440000
1534 3578 0.440000
1535 5638 0.304000
1536 3245 0.200000
1537 3325 0.551000
1538 2384 0.200000
1538 4593 0.200000
1540 3374 0.575000
1542 2410 0.440000
1542 2780 0.440000
1542 3578 0.440000
1543 2410 0.452000
1543 2780 0.452000
1543 3578 0.452000
1544 2410 0.473000
1544 2780 0.473000
1544 3374 0.611000
1544 3578 0.473000
1546 3374 0.611000
1547 3374 0.629000
1548 1599 0.855000
1549 3374 0.629000
1550 5468 0.200000
1550 5806 0.560000
1550 6029 0.200000
1551 2410 0.440000
1551 2780 0.440000
1551 3325 0.518000
1551 3578 0.440000
1552 3374 0.500000
1552 4707 0.500000
1552 5001 0.500000
1552 5002 0.500000
1552 5003 0.500000
1552 5806 0.500000
1553 2410 0.449000
1553 2780 0.449000
1553 3578 0.449000
1554 3374 0.647000
1555 5801 0.200000
1556 3127 0.200000
1556 3163 0.200000
1556 3165 0.200000
1556 4401 0.200000
1557 5471 0.170000
1558 2410 0.476000
1558 2780 0.476000
1558 3578 0.476000
1559 2410 0.458000
1559 2780 0.458000
1559 3578 0.458000
1560 2410 0.467000
1560 2780 0.467000
1560 3578 0.467000
1561 2309 0.177500
1561 3092 0.177500
1561 3093 0.177500
1561 5638 0.177500
1563 3374 0.575000
1564 1565 0.194000
1564 1566 0.177500
1564 1953 0.200000
1564 2234 0.200000
1564 2719 0.185000
1564 3083 0.200000
1564 3093 0.177500
1564 3374 0.575000
1564 3773 0.177500
1564 3842 0.177500
1564 4055 0.177500
1564 4327 0.177500
1564 4455 0.177500
1564 4462 0.200000
1564 5342 0.430500
1564 5570 0.200000
1564 5638 0.560000
1564 5778 0.200000
1564 5824 0.200000
1564 6026 0.173000
1565 3842 0.177500
1565 6222 0.185000
1566 2726 0.200000
1566 3374 0.500000
1566 3622 0.200000
1566 4455 0.430500
1566 5638 0.177500
1567 1823 0.200000
1567 2361 0.170000
1568 2215 0.200000
1568 3063 0.200000
1568 3261 0.200000
1568 3374 0.575000
1568 3874 0.200000
1568 3909 0.200000
1568 3981 0.200000
1568 4626 0.200000
1568 5188 0.200000
1568 5423 0.200000
1568 5735 0.200000
1568 5862 0.200000
1568 5940 0.200000
1568 6056 0.170000
1568 6265 0.200000
1569 2410 0.440000
1569 2780 0.440000
1569 3325 0.482000
1569 3578 0.440000
1569 5631 0.200000
1569 6023 0.200000
1570 4000 0.200000
1570 4457 0.430500
1571 1859 0.200000
1572 3325 0.554000
1572 3374 0.611000
1573 2430 0.167000
1574 2090 0.200000
1574 3325 0.533000
1575 3325 0.530000
1576 2410 0.479000
1576 2780 0.479000
1576 3578 0.479000
1577 4855 0.200000
1577 5224 0.161000
1578 3374 0.611000
1579 6032 0.200000
1580 3792 0.200000
1580 4397 0.200000
1580 4455 0.855000
1580 5657 0.200000
1580 5824 0.200000
1581 2410 0.464000
1581 2780 0.464000
1581 3578 0.464000
1582 3374 0.629000
1583 2631 0.200000
1583 4463 0.179000
1583 5425 0.200000
1583 6236 0.200000
1585 1869 0.200000
1585 2732 0.506000
1585 3606 0.506000
1585 3714 0.506000
1585 3865 0.506000
1585 3866 0.506000
1585 4319 0.506000
1585 4518 0.506000
1585 4974 0.506000
1585 4977 0.506000
1586 2738 0.179000
1586 4140 0.173000
1586 5792 0.200000
1587 5351 0.200000
1588 2410 0.470000
1588 2780 0.470000
1588 3380 0.152000
1588 3578 0.470000
1589 3374 0.611000
1589 4353 0.200000
1590 2436 0.170000
1590 3359 0.179000
1590 3517 0.200000
1590 5654 0.167000
1591 2410 0.461000
1591 2780 0.461000
1591 3006 0.500000
1591 3021 0.500000
1591 3044 0.500000
1591 3572 0.500000
1591 3578 0.461000
1591 5041 0.500000
1591 5782 0.500000
1592 2410 0.461000
1592 2780 0.461000
1592 3578 0.461000
1593 1761 0.200000
1593 3723 0.200000
1593 3934 0.200000
1594 2410 0.473000
1594 2780 0.473000
1594 3325 0.557000
1594 3578 0.473000
1595 2191 0.170000
1595 3025 0.167000
1595 5484 0.170000
1596 2410 0.467000
1596 2738 0.200000
1596 2780 0.467000
1596 3578 0.467000
1598 1599 0.177500
1598 3026 0.560000
1598 4692 0.560000
1599 1699 0.200000
1599 1709 0.177500
1599 1710 0.832500
1599 1713 0.554000
1599 1773 0.200000
1599 1834 0.560000
1599 1903 0.304000
1599 1904 0.855000
1599 2027 0.200000
1599 2176 0.200000
1599 2209 0.536000
1599 2275 0.560000
1599 2296 0.177500
1599 2314 0.542000
1599 2333 0.536000
1599 2410 0.177500
1599 2481 0.530000
1599 2484 0.627000
1599 2488 0.548000
1599 2692 0.554000
1599 2704 0.200000
1599 2705 0.560000
1599 2732 0.177500
1599 2780 0.850000
1599 2860 0.200000
1599 3026 0.273125
1599 3029 0.557000
1599 3076 0.177500
1599 3092 0.521000
1599 3276 0.855000
1599 3284 0.560000
1599 3302 0.611500
1599 3325 0.177500
1599 3460 0.855000
1599 3500 0.536000
1599 3553 0.900000
1599 3723 0.200000
1599 3773 0.833594
1599 3777 0.815000
1599 3958 0.177500
1599 3961 0.855000
1599 3962 0.855000
1599 4010 0.200000
1599 4060 0.536000
1599 4080 0.554000
1599 4082 0.530000
1599 4085 0.533000
1599 4093 0.551000
1599 4098 0.533000
1599 4149 0.554000
1599 4207 0.855000
1599 4213 0.430500
1599 4214 0.855000
1599 4215 0.855000
1599 4218 0.855000
1599 4327 0.177500
1599 4337 0.200000
1599 4404 0.560000
1599 4406 0.515000
1599 4416 0.554000
1599 4455 0.177500
1599 4490 0.527000
1599 4510 0.542000
1599 4518 0.855000
1599 4548 0.200000
1599 4643 0.488000
1599 4692 0.560000
1599 4694 0.855000
1599 4707 0.521000
1599 4806 0.200000
1599 4869 0.548000
1599 4889 0.200000
1599 4914 0.855000
1599 4925 0.855000
1599 5053 0.855000
1599 5054 0.200000
1599 5059 0.177500
1599 5060 0.177500
1599 5214 0.200000
1599 5224 0.512000
1599 5252 0.850000
1599 5492 0.200000
1599 5584 0.512000
1599 5638 0.273125
1599 5902 0.536000
1599 5917 0.518000
1599 6045 0.542000
1599 6073 0.554000
1599 6115 0.542000
1600 3374 0.575000
1601 1945 0.140000
1601 2040 0.430500
1601 2450 0.177500
1601 3325 0.485000
1601 5638 0.177500
1602 2430 0.177500
1602 2625 0.177500
1602 3570 0.177500
1602 4222 0.177500
1603 2732 0.518000
1603 3606 0.518000
1603 3714 0.518000
1603 3865 0.518000
1603 3866 0.518000
1603 4319 0.518000
1603 4518 0.518000
1603 4974 0.518000
1603 4977 0.518000
1604 5533 0.200000
1607 2872 0.167000
1607 3346 0.167000
1608 3374 0.611000
1609 1645 0.173000
1609 2076 0.167000
1609 2179 0.164000
1609 2732 0.512000
1609 2813 0.167000
1609 3606 0.512000
1609 3714 0.512000
1609 3865 0.512000
1609 3866 0.512000
1609 4319 0.512000
1609 4518 0.512000
1609 4555 0.200000
1609 4974 0.512000
1609 4977 0.512000
1609 5339 0.164000
1610 2218 0.200000
1610 5768 0.200000
1610 6024 0.200000
1611 2964 0.200000
1611 5690 0.200000
1611 5725 0.209000
1612 3374 0.638000
1613 3374 0.500000
1614 2410 0.479000
1614 2780 0.479000
1614 3374 0.629000
1614 3578 0.479000
1614 3649 0.191000
1615 2147 0.200000
1615 4601 0.164000
1615 4641 0.164000
1616 3374 0.611000
1617 2410 0.461000
1617 2780 0.461000
1617 3578 0.461000
1618 1673 0.170000
1618 3073 0.200000
1618 5127 0.155000
1619 2410 0.524000
1619 2780 0.524000
1619 3578 0.524000
1620 5391 0.200000
1621 2410 0.482000
1621 2780 0.482000
1621 3578 0.482000
1622 2410 0.440000
1622 2780 0.440000
1622 3578 0.440000
1622 4679 0.200000
1623 2410 0.452000
1623 2780 0.452000
1623 3578 0.452000
1624 2410 0.479000
1624 2780 0.479000
1624 3374 0.500000
1624 3578 0.479000
1625 5867 0.200000
1626 5913 0.173000
1627 1757 0.200000
1627 4675 0.200000
1628 3374 0.629000
1629 3374 0.629000
1630 2410 0.554000
1630 2780 0.554000
1630 3578 0.554000
1631 1899 0.430500
1631 2433 0.304000
1631 3302 0.560000
1631 3325 0.560000
1632 3325 0.542000
1633 3325 0.832500
1633 3374 0.575000
1634 2410 0.452000
1634 2780 0.452000
1634 3578 0.452000
1635 2241 0.170000
1635 2410 0.449000
1635 2780 0.449000
1635 3578 0.449000
1636 4566 0.200000
1637 4276 0.200000
1637 6168 0.200000
1638 3374 0.500000
1638 4368 0.430500
1639 2410 0.446000
1639 2780 0.446000
1639 3578 0.446000
1640 3374 0.629000
1641 3551 0.200000
1642 2384 0.200000
1642 4464 0.170000
1643 2576 0.158000
1644 6097 0.200000
1645 2543 0.200000
1645 2997 0.200000
1645 4013 0.200000
1645 4265 0.200000
1645 4747 0.200000
1645 5484 0.182000
1645 5757 0.200000
1645 5792 0.200000
1646 3374 0.500000
1647 2410 0.470000
1647 2780 0.470000
1647 3578 0.470000
1648 3374 0.575000
1649 3374 0.575000
1650 3374 0.575000
1650 3456 0.176000
1650 4889 0.179000
1650 5294 0.176000
1651 3325 0.554000
1651 3374 0.575000
1652 2410 0.470000
1652 2780 0.470000
1652 3578 0.470000
1653 4456 0.200000
1653 6152 0.200000
1654 1833 0.200000
1655 4010 0.200000
1656 2410 0.446000
1656 2780 0.446000
1656 3578 0.446000
1657 2410 0.458000
1657 2780 0.458000
1657 3578 0.458000
1658 2410 0.473000
1658 2780 0.473000
1658 3578 0.473000
1658 4243 0.200000
1659 4167 0.200000
1659 5695 0.200000
1660 3325 0.554000
1661 2195 0.200000
1661 2410 0.458000
1661 2780 0.458000
1661 3578 0.458000
1662 2037 0.173000
1662 5494 0.173000
1664 4603 0.200000
1665 3374 0.575000
1666 4100 0.200000
1667 2255 0.200000
1667 2463 0.200000
1668 3374 0.644000
1669 2410 0.449000
1669 2780 0.449000
1669 3578 0.449000
1670 2410 0.473000
1670 2780 0.473000
1670 3578 0.473000
1671 1892 0.200000
1672 3014 0.200000
1673 4954 0.167000
1673 6123 0.176000
1674 1910 0.200000
1674 2283 0.200000
1674 2923 0.200000
1674 4365 0.200000
1674 5589 0.200000
1675 2863 0.170000
1676 2653 0.167000
1677 3374 0.575000
1677 3435 0.200000
1678 4558 0.188000
1678 4707 0.194000
1678 5508 0.200000
1678 6080 0.185000
1679 5280 0.200000
1680 1751 0.170000
1680 2379 0.200000
1680 3223 0.173000
1681 3374 0.500000
1682 2410 0.455000
1682 2780 0.455000
1682 3578 0.455000
1683 1695 0.170000
1683 2410 0.530000
1683 2780 0.530000
1683 3578 0.530000
1686 2250 0.167000
1686 4558 0.200000
1686 4992 0.200000
1687 3374 0.500000
1688 3374 0.500000
1689 2825 0.200000
1690 4760 0.173000
1690 5156 0.167000
1691 4013 0.170000
1691 4806 0.200000
1692 2410 0.455000
1692 2780 0.455000
1692 3578 0.455000
1693 2732 0.506000
1693 3374 0.575000
1693 3606 0.506000
1693 3714 0.506000
1693 3865 0.506000
1693 3866 0.506000
1693 4319 0.506000
1693 4518 0.506000
1693 4974 0.506000
1693 4977 0.506000
1694 3374 0.611000
1695 2506 0.167000
1695 2816 0.200000
1695 2903 0.200000
1695 3159 0.173000
1695 3561 0.170000
1696 4707 0.500000
1696 5001 0.500000
1696 5002 0.500000
1696 5003 0.500000
1696 5257 0.200000
1696 5393 0.170000
1696 5478 0.200000
1696 5806 0.500000
1697 4005 0.167000
1697 4030 0.173000
1697 4751 0.173000
1697 4861 0.167000
1697 5090 0.170000
1697 5227 0.173000
1697 5792 0.179000
1698 2410 0.452000
1698 2780 0.452000
1698 3578 0.452000
1698 4707 0.551000
1698 5001 0.551000
1698 5002 0.551000
1698 5003 0.551000
1698 5806 0.551000
1701 3374 0.629000
1702 2810 0.200000
1703 2410 0.464000
1703 2780 0.464000
1703 3578 0.464000
1704 5609 0.200000
1705 2410 0.440000
1705 2503 0.167000
1705 2780 0.440000
1705 3578 0.440000
1705 5794 0.200000
1706 1983 0.200000
1706 2410 0.446000
1706 2759 0.200000
1706 2780 0.446000
1706 3578 0.446000
1706 4257 0.200000
1706 5179 0.200000
1707 2813 0.158000
1707 3025 0.164000
1709 1836 0.177500
1709 2178 0.200000
1709 3026 0.177500
1709 3116 0.177500
1709 3325 0.177500
1709 3773 0.177500
1709 3900 0.200000
1709 3911 0.177500
1709 3958 0.177500
1709 4006 0.177500
1709 4970 0.200000
1709 5638 0.177500
1710 2389 0.167000
1710 3325 0.557000
1711 2410 0.449000
1711 2780 0.449000
1711 3578 0.449000
1712 3325 0.539000
1713 2209 0.539000
1713 2314 0.551000
1713 2333 0.542000
1713 2481 0.515000
1713 2484 0.551000
1713 2488 0.557000
1713 2692 0.524000
1713 3029 0.536000
1713 3092 0.530000
1713 3284 0.554000
1713 3302 0.536000
1713 3374 0.629000
1713 3500 0.548000
1713 3773 0.542000
1713 3777 0.554000
1713 4060 0.530000
1713 4080 0.524000
1713 4082 0.521000
1713 4085 0.551000
1713 4093 0.551000
1713 4098 0.539000
1713 4149 0.527000
1713 4404 0.545000
1713 4406 0.536000
1713 4416 0.527000
1713 4490 0.539000
1713 4510 0.560000
1713 4643 0.491000
1713 4707 0.530000
1713 4869 0.548000
1713 5224 0.518000
1713 5584 0.548000
1713 5902 0.554000
1713 5917 0.548000
1713 6045 0.545000
1713 6073 0.554000
1713 6115 0.548000
1714 3374 0.500000
1715 3374 0.611000
1716 3374 0.611000
1717 3374 0.638000
1718 3374 0.647000
1719 2410 0.458000
1719 2780 0.458000
1719 3374 0.644000
1719 3578 0.458000
1720 2410 0.461000
1720 2780 0.461000
1720 3578 0.461000
1721 3374 0.647000
1721 4954 0.200000
1722 3165 0.177500
1722 3325 0.177500
1722 3958 0.177500
1722 3959 0.177500
1722 5479 0.177500
1723 2410 0.440000
1723 2780 0.440000
1723 3578 0.440000
1723 5273 0.200000
1724 3954 0.200000
1725 2410 0.497000
1725 2780 0.497000
1725 3578 0.497000
1725 5122 0.200000
1726 4523 0.200000
1727 2452 0.170000
1727 3046 0.200000
1727 3374 0.500000
1727 4199 0.200000
1727 5260 0.191000
1727 5978 0.200000
1728 2732 0.506000
1728 3606 0.506000
1728 3714 0.506000
1728 3865 0.506000
1728 3866 0.506000
1728 4319 0.506000
1728 4518 0.506000
1728 4974 0.506000
1728 4977 0.506000
1729 3374 0.629000
1730 2410 0.455000
1730 2780 0.455000
1730 3578 0.455000
1730 6135 0.167000
1731 2816 0.167000
1731 3374 0.638000
1732 3374 0.629000
1733 3374 0.575000
1734 1946 0.173000
1735 3837 0.170000
1736 2774 0.200000
1736 3374 0.629000
1736 4397 0.200000
1736 4845 0.200000
1736 5269 0.209000
1738 2035 0.200000
1738 3333 0.200000
1738 3958 0.430500
1739 2410 0.443000
1739 2780 0.443000
1739 3578 0.443000
1740 2665 0.200000
1740 2997 0.200000
1740 4749 0.200000
1741 4323 0.200000
1741 5497 0.167000
1742 4502 0.197000
1743 2410 0.440000
1743 2780 0.440000
1743 3374 0.575000
1743 3578 0.440000
1744 2410 0.440000
1744 2780 0.440000
1744 3578 0.440000
1746 2410 0.443000
1746 2780 0.443000
1746 3578 0.443000
1747 1815 0.200000
1747 1902 0.170000
1747 2704 0.173000
1747 3456 0.200000
1747 4754 0.203000
1747 5481 0.173000
1747 5744 0.173000
1748 3782 0.179000
1749 2710 0.200000
1749 3374 0.575000
1749 4078 0.233000
1750 3374 0.575000
1751 2143 0.200000
1751 2377 0.200000
1751 2905 0.167000
1751 3096 0.179000
1751 3236 0.167000
1751 3767 0.200000
1751 4710 0.170000
1751 4907 0.200000
1751 5055 0.167000
1751 5135 0.200000
1751 6007 0.200000
1751 6110 0.200000
1751 6212 0.167000
1751 6308 0.167000
1752 4480 0.200000
1752 6023 0.200000
1753 2410 0.443000
1753 2780 0.443000
1753 3578 0.443000
1754 2410 0.476000
1754 2780 0.476000
1754 3578 0.476000
1755 2375 0.182000
1756 2410 0.497000
1756 2780 0.497000
1756 3578 0.497000
1758 2410 0.440000
1758 2780 0.440000
1758 3578 0.440000
1758 4472 0.200000
1758 4608 0.200000
1758 5652 0.200000
1759 2983 0.200000
1759 3403 0.182000
1759 3593 0.170000
1759 4407 0.188000
1759 4527 0.182000
1759 5068 0.185000
1759 5634 0.182000
1760 3025 0.167000
1762 4365 0.167000
1764 2410 0.449000
1764 2780 0.449000
1764 3578 0.449000
1765 3036 0.167000
1765 5326 0.200000
1766 2766 0.200000
1766 2962 0.200000
1766 3302 0.177500
1766 3590 0.182000
1766 3791 0.200000
1766 4078 0.221000
1766 4474 0.200000
1766 4695 0.177500
1766 4718 0.200000
1766 5217 0.200000
1766 5638 0.177500
1766 5850 0.176000
1766 6185 0.200000
1766 6210 0.200000
1766 6222 0.200000
1766 6328 0.200000
1766 6336 0.200000
1766 6345 0.200000
1767 1814 0.200000
1767 2076 0.173000
1767 2180 0.200000
1767 2543 0.200000
1767 2816 0.200000
1767 3139 0.167000
1767 5481 0.173000
1768 5703 0.170000
1769 3374 0.500000
1770 2460 0.167000
1770 2508 0.173000
1770 2543 0.182000
1770 2810 0.170000
1770 2813 0.167000
1770 4038 0.173000
1770 5339 0.167000
1770 5492 0.170000
1771 3374 0.575000
1772 2410 0.461000
1772 2780 0.461000
1772 3578 0.461000
1773 2027 0.200000
1773 2116 0.200000
1773 5452 0.167000
1774 2410 0.464000
1774 2780 0.464000
1774 3578 0.464000
1775 3325 0.533000
1776 3017 0.200000
1776 5375 0.182000
1776 6113 0.179000
1776 6236 0.185000
1777 3374 0.575000
1777 4887 0.170000
1777 5320 0.200000
1778 2410 0.452000
1778 2780 0.452000
1778 3578 0.452000
1779 2410 0.443000
1779 2780 0.443000
1779 3578 0.443000
1780 3026 0.177500
1780 3374 0.611000
1780 5584 0.177500
1781 2410 0.440000
1781 2780 0.440000
1781 3578 0.440000
1782 2603 0.200000
1782 2722 0.200000
1782 3374 0.575000
1782 4142 0.200000
1783 3374 0.647000
1784 3374 0.611000
1785 3374 0.575000
1786 3374 0.611000
1787 3374 0.611000
1788 3374 0.629000
1789 1966 0.149000
1789 2410 0.470000
1789 2780 0.470000
1789 2863 0.164000
1789 3578 0.470000
1789 4564 0.152000
1789 4705 0.173000
1789 5443 0.164000
1789 5536 0.167000
1790 2410 0.488000
1790 2780 0.488000
1790 3578 0.488000
1791 2410 0.449000
1791 2780 0.449000
1791 3578 0.449000
1792 3198 0.200000
1792 5277 0.200000
1793 2410 0.443000
1793 2780 0.443000
1793 3578 0.443000
1794 3325 0.524000
1794 4673 0.173000
1795 2985 0.173000
1795 3036 0.200000
1795 3138 0.200000
1795 4463 0.173000
1795 5303 0.173000
1795 6265 0.200000
1796 3325 0.551000
1798 3374 0.629000
1799 2410 0.446000
1799 2780 0.446000
1799 3578 0.446000
1800 2495 0.200000
1801 2410 0.440000
1801 2780 0.440000
1801 3374 0.500000
1801 3578 0.440000
1802 2410 0.446000
1802 2780 0.446000
1802 3578 0.446000
1803 3374 0.575000
1804 2042 0.200000
1805 3592 0.200000
1806 4454 0.173000
1807 2410 0.443000
1807 2780 0.443000
1807 3578 0.443000
1808 2410 0.461000
1808 2780 0.461000
1808 3578 0.461000
1809 2305 0.200000
1809 2410 0.515000
1809 2780 0.515000
1809 3578 0.515000
1810 3374 0.575000
1811 5481 0.173000
1812 3374 0.611000
1813 3054 0.173000
1816 3014 0.200000
1817 3374 0.500000
1818 4599 0.200000
1819 2410 0.440000
1819 2780 0.440000
1819 3578 0.440000
1820 3374 0.500000
1821 2410 0.449000
1821 2780 0.449000
1821 3374 0.629000
1821 3578 0.449000
1821 3838 0.188000
1822 2410 0.539000
1822 2780 0.539000
1822 3374 0.500000
1822 3578 0.539000
1822 4085 0.176000
1823 1825 0.560000
1823 2410 0.452000
1823 2780 0.452000
1823 3374 0.629000
1823 3578 0.452000
1823 5571 0.203000
1824 3374 0.575000
1825 3006 0.500000
1825 3021 0.500000
1825 3035 0.304000
1825 3044 0.500000
1825 3374 0.611000
1825 3572 0.500000
1825 5041 0.500000
1825 5782 0.500000
1826 3077 0.212000
1826 3374 0.575000
1826 5962 0.200000
1827 2873 0.197000
1827 3374 0.500000
1827 4527 0.200000
1827 4956 0.215000
1827 5634 0.197000
1828 3269 0.200000
1828 3374 0.611000
1829 2800 0.200000
1829 3126 0.200000
1829 3311 0.177500
1829 3374 0.500000
1829 3496 0.200000
1829 4400 0.177500
1829 4406 0.177500
1829 4412 0.177500
1829 4416 0.177500
1830 3374 0.500000
1831 3374 0.500000
1832 2410 0.455000
1832 2780 0.455000
1832 3578 0.455000
1833 2535 0.200000
1833 3237 0.200000
1833 3443 0.200000
1833 3845 0.173000
1833 3968 0.200000
1833 4403 0.200000
1833 4431 0.200000
1833 5278 0.200000
1833 5530 0.200000
1833 5609 0.200000
1833 5904 0.200000
1834 3374 0.629000
1835 3374 0.500000
1836 3325 0.503000
1836 5638 0.177500
1837 2113 0.200000
1837 3374 0.611000
1837 4124 0.200000
1837 4783 0.200000
1838 2410 0.440000
1838 2437 0.200000
1838 2780 0.440000
1838 3043 0.173000
1838 3578 0.440000
1838 5191 0.167000
1838 5273 0.170000
